Force (N)	Position (mm)	Stress (MPa)	Strain (%)	Time (min)
0.00	0.00	0.00	0.00	0.00497
24.3	0.00300	0.709	0.00487	0.00939
83.9	0.00800	2.44	0.0130	0.0138
138	0.0120	4.02	0.0195	0.0182
188	0.0170	5.47	0.0276	0.0227
231	0.0210	6.74	0.0341	0.0271
271	0.0259	7.88	0.0420	0.0315
306	0.0300	8.90	0.0487	0.0359
339	0.0349	9.87	0.0567	0.0403
368	0.0390	10.7	0.0633	0.0448
395	0.0439	11.5	0.0713	0.0492
418	0.0480	12.2	0.0779	0.0536
442	0.0520	12.9	0.0844	0.0580
463	0.0570	13.5	0.0925	0.0624
481	0.0610	14.0	0.0990	0.0669
497	0.0650	14.5	0.106	0.0713
511	0.0700	14.9	0.114	0.0757
522	0.0749	15.2	0.122	0.0801
529	0.0790	15.4	0.128	0.0845
538	0.0830	15.7	0.135	0.0890
547	0.0880	15.9	0.143	0.0934
554	0.0920	16.1	0.149	0.0978
564	0.0968	16.4	0.157	0.102
575	0.101	16.7	0.164	0.107
584	0.105	17.0	0.170	0.111
594	0.110	17.3	0.179	0.115
606	0.114	17.6	0.185	0.120
615	0.119	17.9	0.193	0.124
625	0.123	18.2	0.200	0.129
636	0.128	18.5	0.208	0.133
645	0.132	18.8	0.214	0.138
656	0.136	19.1	0.221	0.142
667	0.141	19.4	0.229	0.146
677	0.145	19.7	0.235	0.151
687	0.150	20.0	0.243	0.155
698	0.154	20.3	0.250	0.160
710	0.158	20.7	0.256	0.164
719	0.163	20.9	0.265	0.169
728	0.167	21.2	0.271	0.173
739	0.172	21.5	0.279	0.177
747	0.176	21.8	0.286	0.182
757	0.181	22.1	0.294	0.186
767	0.185	22.3	0.300	0.191
777	0.189	22.6	0.307	0.195
787	0.194	22.9	0.315	0.199
797	0.198	23.2	0.321	0.204
807	0.203	23.5	0.329	0.208
817	0.207	23.8	0.336	0.213
827	0.211	24.1	0.343	0.217
838	0.216	24.4	0.351	0.222
847	0.220	24.7	0.357	0.226
857	0.225	24.9	0.365	0.230
868	0.229	25.3	0.372	0.235
877	0.234	25.6	0.380	0.239
887	0.238	25.8	0.386	0.244
898	0.243	26.2	0.394	0.248
908	0.247	26.4	0.401	0.253
917	0.251	26.7	0.407	0.257
928	0.256	27.0	0.415	0.261
937	0.260	27.3	0.422	0.266
945	0.265	27.5	0.430	0.270
956	0.269	27.8	0.437	0.275
965	0.273	28.1	0.443	0.279
974	0.278	28.4	0.451	0.283
983	0.282	28.6	0.458	0.288
993	0.287	28.9	0.466	0.292
1000	0.291	29.2	0.472	0.297
1010	0.296	29.4	0.480	0.301
1020	0.300	29.7	0.487	0.306
1030	0.304	29.9	0.494	0.310
1040	0.309	30.2	0.502	0.314
1050	0.313	30.5	0.508	0.319
1050	0.318	30.7	0.516	0.323
1060	0.322	30.9	0.523	0.328
1070	0.326	31.2	0.529	0.332
1080	0.331	31.5	0.537	0.337
1090	0.335	31.7	0.544	0.341
1100	0.340	32.0	0.552	0.345
1110	0.344	32.3	0.558	0.350
1120	0.349	32.5	0.567	0.354
1120	0.353	32.7	0.573	0.359
1130	0.357	33.0	0.580	0.363
1140	0.362	33.2	0.588	0.367
1150	0.366	33.5	0.594	0.372
1160	0.371	33.8	0.602	0.376
1170	0.375	34.0	0.609	0.381
1180	0.380	34.2	0.617	0.385
1190	0.384	34.5	0.623	0.390
1190	0.388	34.8	0.630	0.394
1200	0.393	35.0	0.638	0.398
1210	0.397	35.3	0.644	0.403
1220	0.402	35.5	0.653	0.407
1230	0.406	35.7	0.659	0.412
1240	0.410	36.0	0.666	0.416
1250	0.415	36.3	0.674	0.421
1260	0.420	36.5	0.681	0.425
1270	0.423	36.8	0.687	0.429
1270	0.428	37.1	0.695	0.434
1280	0.432	37.4	0.701	0.438
1290	0.437	37.6	0.709	0.443
1300	0.441	38.0	0.716	0.447
1310	0.446	38.3	0.724	0.451
1320	0.450	38.5	0.731	0.456
1330	0.455	38.8	0.739	0.460
1340	0.459	39.1	0.745	0.465
1350	0.464	39.4	0.753	0.469
1360	0.468	39.7	0.760	0.474
1370	0.472	40.0	0.766	0.478
1380	0.477	40.2	0.774	0.482
1390	0.481	40.5	0.781	0.487
1400	0.486	40.8	0.789	0.491
1410	0.490	41.1	0.795	0.496
1420	0.494	41.3	0.802	0.500
1430	0.499	41.6	0.810	0.505
1440	0.503	41.9	0.817	0.509
1450	0.508	42.2	0.825	0.513
1460	0.512	42.5	0.831	0.518
1470	0.517	42.7	0.839	0.522
1480	0.521	43.0	0.846	0.527
1490	0.525	43.2	0.853	0.531
1490	0.530	43.5	0.860	0.535
1500	0.534	43.7	0.867	0.540
1510	0.538	44.0	0.874	0.544
1520	0.543	44.3	0.881	0.549
1530	0.548	44.5	0.890	0.553
1540	0.552	44.8	0.896	0.558
1550	0.556	45.1	0.903	0.562
1560	0.561	45.3	0.910	0.566
1560	0.565	45.6	0.917	0.571
1570	0.570	45.8	0.925	0.575
1580	0.574	46.1	0.932	0.580
1590	0.578	46.3	0.939	0.584
1600	0.583	46.5	0.946	0.589
1610	0.587	46.8	0.953	0.593
1610	0.592	47.0	0.961	0.597
1620	0.596	47.2	0.968	0.602
1630	0.601	47.5	0.976	0.606
1640	0.605	47.7	0.982	0.611
1650	0.609	47.9	0.989	0.615
1660	0.614	48.2	0.997	0.619
1670	0.618	48.5	1.00	0.624
1680	0.623	48.8	1.01	0.628
1690	0.627	49.1	1.02	0.633
1700	0.631	49.4	1.02	0.637
1700	0.636	49.6	1.03	0.642
1720	0.640	50.0	1.04	0.646
1730	0.645	50.3	1.05	0.650
1740	0.649	50.5	1.05	0.655
1750	0.653	50.8	1.06	0.659
1760	0.658	51.2	1.07	0.664
1770	0.662	51.4	1.08	0.668
1780	0.667	51.7	1.08	0.673
1790	0.671	52.1	1.09	0.677
1800	0.676	52.4	1.10	0.681
1810	0.680	52.7	1.10	0.686
1820	0.685	53.0	1.11	0.690
1830	0.689	53.3	1.12	0.695
1840	0.693	53.6	1.13	0.699
1850	0.698	53.9	1.13	0.703
1860	0.702	54.2	1.14	0.708
1870	0.707	54.5	1.15	0.712
1880	0.711	54.9	1.15	0.717
1900	0.716	55.2	1.16	0.721
1910	0.720	55.5	1.17	0.726
1920	0.724	55.8	1.18	0.730
1930	0.729	56.2	1.18	0.734
1940	0.733	56.5	1.19	0.739
1950	0.737	56.8	1.20	0.743
1960	0.742	57.1	1.20	0.748
1970	0.746	57.5	1.21	0.752
1980	0.751	57.8	1.22	0.756
2000	0.755	58.2	1.23	0.761
2010	0.760	58.5	1.23	0.765
2020	0.764	58.8	1.24	0.770
2030	0.768	59.1	1.25	0.774
2040	0.773	59.5	1.25	0.779
2050	0.777	59.8	1.26	0.783
2060	0.782	60.1	1.27	0.787
2080	0.786	60.5	1.28	0.792
2090	0.791	60.8	1.28	0.796
2100	0.795	61.1	1.29	0.801
2110	0.799	61.5	1.30	0.805
2120	0.804	61.8	1.31	0.810
2130	0.808	62.1	1.31	0.814
2150	0.813	62.5	1.32	0.818
2160	0.817	62.8	1.33	0.823
2170	0.821	63.1	1.33	0.827
2180	0.826	63.5	1.34	0.832
2190	0.830	63.9	1.35	0.836
2200	0.835	64.2	1.36	0.840
2220	0.839	64.5	1.36	0.845
2230	0.844	64.9	1.37	0.849
2240	0.848	65.2	1.38	0.854
2250	0.853	65.6	1.38	0.858
2270	0.857	66.0	1.39	0.863
2280	0.861	66.3	1.40	0.867
2290	0.866	66.6	1.41	0.871
2300	0.870	67.0	1.41	0.876
2310	0.875	67.4	1.42	0.880
2320	0.879	67.7	1.43	0.885
2340	0.884	68.1	1.43	0.889
2350	0.888	68.4	1.44	0.894
2360	0.892	68.8	1.45	0.898
2380	0.897	69.2	1.46	0.902
2390	0.901	69.5	1.46	0.907
2400	0.906	69.9	1.47	0.911
2410	0.910	70.3	1.48	0.916
2430	0.915	70.7	1.48	0.920
2440	0.919	71.0	1.49	0.924
2450	0.923	71.4	1.50	0.929
2470	0.928	71.8	1.51	0.933
2480	0.932	72.1	1.51	0.938
2490	0.937	72.5	1.52	0.942
2500	0.941	72.9	1.53	0.947
2520	0.946	73.3	1.54	0.951
2530	0.950	73.6	1.54	0.955
2540	0.954	74.0	1.55	0.960
2550	0.959	74.4	1.56	0.964
2570	0.963	74.7	1.56	0.969
2580	0.967	75.1	1.57	0.973
2590	0.972	75.5	1.58	0.978
2600	0.977	75.8	1.59	0.982
2620	0.981	76.2	1.59	0.986
2630	0.985	76.6	1.60	0.991
2640	0.989	77.0	1.61	0.995
2660	0.994	77.4	1.61	1.00
2670	0.998	77.8	1.62	1.00
2680	1.00	78.2	1.63	1.01
2700	1.01	78.5	1.63	1.01
2710	1.01	78.9	1.64	1.02
2720	1.02	79.3	1.65	1.02
2740	1.02	79.7	1.66	1.03
2750	1.03	80.1	1.66	1.03
2760	1.03	80.5	1.67	1.04
2770	1.03	80.8	1.68	1.04
2790	1.04	81.2	1.69	1.04
2800	1.04	81.6	1.69	1.05
2820	1.05	82.0	1.70	1.05
2830	1.05	82.4	1.71	1.06
2840	1.06	82.8	1.71	1.06
2860	1.06	83.2	1.72	1.07
2870	1.06	83.5	1.73	1.07
2880	1.07	83.9	1.74	1.07
2890	1.07	84.3	1.74	1.08
2910	1.08	84.7	1.75	1.08
2920	1.08	85.1	1.76	1.09
2930	1.09	85.4	1.76	1.09
2950	1.09	85.8	1.77	1.10
2960	1.10	86.2	1.78	1.10
2970	1.10	86.6	1.79	1.11
2990	1.10	87.0	1.79	1.11
3000	1.11	87.4	1.80	1.11
3020	1.11	87.8	1.81	1.12
3030	1.12	88.2	1.81	1.12
3040	1.12	88.6	1.82	1.13
3060	1.13	89.0	1.83	1.13
3070	1.13	89.4	1.84	1.14
3080	1.14	89.8	1.84	1.14
3100	1.14	90.2	1.85	1.15
3110	1.14	90.6	1.86	1.15
3120	1.15	90.9	1.87	1.15
3140	1.15	91.3	1.87	1.16
3150	1.16	91.8	1.88	1.16
3160	1.16	92.1	1.89	1.17
3180	1.17	92.5	1.89	1.17
3190	1.17	92.9	1.90	1.18
3200	1.18	93.3	1.91	1.18
3220	1.18	93.7	1.92	1.19
3230	1.18	94.2	1.92	1.19
3250	1.19	94.5	1.93	1.19
3260	1.19	94.9	1.94	1.20
3270	1.20	95.3	1.94	1.20
3290	1.20	95.7	1.95	1.21
3300	1.21	96.1	1.96	1.21
3310	1.21	96.5	1.97	1.22
3330	1.22	96.9	1.97	1.22
3340	1.22	97.2	1.98	1.23
3350	1.22	97.7	1.99	1.23
3370	1.23	98.0	1.99	1.23
3380	1.23	98.4	2.00	1.24
3390	1.24	98.7	2.01	1.24
3410	1.24	99.2	2.02	1.25
3420	1.25	99.5	2.02	1.25
3430	1.25	100	2.03	1.26
3450	1.26	100	2.04	1.26
3460	1.26	101	2.04	1.26
3470	1.26	101	2.05	1.27
3490	1.27	102	2.06	1.27
3500	1.27	102	2.07	1.28
3510	1.28	102	2.07	1.28
3530	1.28	103	2.08	1.29
3540	1.29	103	2.09	1.29
3550	1.29	103	2.09	1.30
3570	1.29	104	2.10	1.30
3580	1.30	104	2.11	1.30
3590	1.30	105	2.12	1.31
3610	1.31	105	2.12	1.31
3620	1.31	105	2.13	1.32
3630	1.32	106	2.14	1.32
3650	1.32	106	2.14	1.33
3660	1.33	107	2.15	1.33
3680	1.33	107	2.16	1.34
3690	1.33	107	2.17	1.34
3700	1.34	108	2.17	1.34
3720	1.34	108	2.18	1.35
3730	1.35	109	2.19	1.35
3740	1.35	109	2.19	1.36
3760	1.36	109	2.20	1.36
3770	1.36	110	2.21	1.37
3780	1.37	110	2.22	1.37
3800	1.37	111	2.22	1.38
3810	1.37	111	2.23	1.38
3820	1.38	111	2.24	1.38
3840	1.38	112	2.25	1.39
3850	1.39	112	2.25	1.39
3860	1.39	112	2.26	1.40
3880	1.40	113	2.27	1.40
3890	1.40	113	2.27	1.41
3900	1.41	114	2.28	1.41
3920	1.41	114	2.29	1.42
3930	1.41	114	2.30	1.42
3940	1.42	115	2.30	1.42
3950	1.42	115	2.31	1.43
3970	1.43	116	2.32	1.43
3980	1.43	116	2.32	1.44
3990	1.44	116	2.33	1.44
4010	1.44	117	2.34	1.45
4020	1.45	117	2.35	1.45
4040	1.45	118	2.35	1.45
4050	1.45	118	2.36	1.46
4070	1.46	119	2.37	1.46
4080	1.46	119	2.37	1.47
4100	1.47	119	2.38	1.47
4120	1.47	120	2.39	1.48
4140	1.48	121	2.40	1.48
4160	1.48	121	2.40	1.49
4190	1.49	122	2.41	1.49
4210	1.49	123	2.42	1.49
4230	1.49	123	2.43	1.50
4250	1.50	124	2.43	1.50
4270	1.50	124	2.44	1.51
4290	1.51	125	2.45	1.51
4320	1.51	126	2.45	1.52
4340	1.52	126	2.46	1.52
4360	1.52	127	2.47	1.53
4390	1.52	128	2.47	1.53
4410	1.53	128	2.48	1.53
4430	1.53	129	2.49	1.54
4450	1.54	130	2.50	1.54
4480	1.54	130	2.50	1.55
4500	1.55	131	2.51	1.55
4530	1.55	132	2.52	1.56
4550	1.56	133	2.53	1.56
4580	1.56	133	2.53	1.57
4600	1.56	134	2.54	1.57
4620	1.57	135	2.55	1.57
4650	1.57	135	2.55	1.58
4670	1.58	136	2.56	1.58
4690	1.58	137	2.57	1.59
4720	1.59	137	2.57	1.59
4740	1.59	138	2.58	1.60
4770	1.60	139	2.59	1.60
4790	1.60	140	2.60	1.61
4820	1.60	140	2.60	1.61
4840	1.61	141	2.61	1.61
4860	1.61	142	2.62	1.62
4890	1.62	142	2.63	1.62
4910	1.62	143	2.63	1.63
4940	1.63	144	2.64	1.63
4960	1.63	144	2.65	1.64
4990	1.64	145	2.65	1.64
5010	1.64	146	2.66	1.65
5040	1.64	147	2.67	1.65
5060	1.65	147	2.68	1.65
5080	1.65	148	2.68	1.66
5110	1.66	149	2.69	1.66
5140	1.66	150	2.70	1.67
5160	1.67	150	2.70	1.67
5190	1.67	151	2.71	1.68
5210	1.68	152	2.72	1.68
5230	1.68	152	2.73	1.68
5260	1.68	153	2.73	1.69
5290	1.69	154	2.74	1.69
5310	1.69	155	2.75	1.70
5340	1.70	155	2.75	1.70
5360	1.70	156	2.76	1.71
5390	1.71	157	2.77	1.71
5410	1.71	158	2.78	1.72
5440	1.71	158	2.78	1.72
5460	1.72	159	2.79	1.72
5490	1.72	160	2.80	1.73
5520	1.73	161	2.81	1.73
5540	1.73	161	2.81	1.74
5560	1.74	162	2.82	1.74
5590	1.74	163	2.83	1.75
5620	1.75	164	2.83	1.75
5640	1.75	164	2.84	1.76
5670	1.75	165	2.85	1.76
5690	1.76	166	2.86	1.76
5720	1.76	166	2.86	1.77
5740	1.77	167	2.87	1.77
5760	1.77	168	2.88	1.78
5790	1.78	169	2.88	1.78
5810	1.78	169	2.89	1.79
5840	1.79	170	2.90	1.79
5860	1.79	171	2.91	1.80
5880	1.79	171	2.91	1.80
5910	1.80	172	2.92	1.80
5930	1.80	173	2.93	1.81
5950	1.81	173	2.93	1.81
5970	1.81	174	2.94	1.82
5990	1.82	174	2.95	1.82
6010	1.82	175	2.96	1.83
6030	1.83	176	2.96	1.83
6050	1.83	176	2.97	1.84
6070	1.83	177	2.98	1.84
6090	1.84	177	2.98	1.84
6110	1.84	178	2.99	1.85
6140	1.85	179	3.00	1.85
6160	1.85	179	3.01	1.86
6180	1.86	180	3.01	1.86
6200	1.86	181	3.02	1.87
6220	1.87	181	3.03	1.87
6240	1.87	182	3.03	1.87
6270	1.87	183	3.04	1.88
6290	1.88	183	3.05	1.88
6310	1.88	184	3.06	1.89
6330	1.89	184	3.06	1.89
6360	1.89	185	3.07	1.90
6380	1.90	186	3.08	1.90
6400	1.90	186	3.08	1.91
6430	1.91	187	3.09	1.91
6450	1.91	188	3.10	1.91
6470	1.91	188	3.11	1.92
6490	1.92	189	3.11	1.92
6520	1.92	190	3.12	1.93
6540	1.93	190	3.13	1.93
6560	1.93	191	3.13	1.94
6590	1.94	192	3.14	1.94
6610	1.94	192	3.15	1.95
6630	1.94	193	3.16	1.95
6660	1.95	194	3.16	1.95
6680	1.95	194	3.17	1.96
6700	1.96	195	3.18	1.96
6730	1.96	196	3.19	1.97
6750	1.97	197	3.19	1.97
6770	1.97	197	3.20	1.98
6800	1.98	198	3.21	1.98
6820	1.98	199	3.21	1.99
6840	1.98	199	3.22	1.99
6870	1.99	200	3.23	1.99
6890	1.99	201	3.24	2.00
6910	2.00	201	3.24	2.00
6940	2.00	202	3.25	2.01
6960	2.01	203	3.26	2.01
6990	2.01	203	3.26	2.02
7010	2.02	204	3.27	2.02
7030	2.02	205	3.28	2.03
7060	2.02	206	3.29	2.03
7080	2.03	206	3.29	2.03
7110	2.03	207	3.30	2.04
7130	2.04	208	3.31	2.04
7150	2.04	208	3.31	2.05
7180	2.05	209	3.32	2.05
7200	2.05	210	3.33	2.06
7230	2.06	210	3.34	2.06
7250	2.06	211	3.34	2.07
7270	2.06	212	3.35	2.07
7300	2.07	213	3.36	2.07
7320	2.07	213	3.36	2.08
7350	2.08	214	3.37	2.08
7370	2.08	215	3.38	2.09
7390	2.09	215	3.39	2.09
7420	2.09	216	3.39	2.10
7440	2.10	217	3.40	2.10
7470	2.10	217	3.41	2.10
7490	2.10	218	3.41	2.11
7520	2.11	219	3.42	2.11
7540	2.11	220	3.43	2.12
7570	2.12	220	3.44	2.12
7590	2.12	221	3.44	2.13
7620	2.13	222	3.45	2.13
7640	2.13	223	3.46	2.14
7670	2.13	223	3.47	2.14
7690	2.14	224	3.47	2.14
7720	2.14	225	3.48	2.15
7740	2.15	225	3.49	2.15
7770	2.15	226	3.49	2.16
7790	2.16	227	3.50	2.16
7820	2.16	228	3.51	2.17
7840	2.17	228	3.52	2.17
7860	2.17	229	3.52	2.18
7890	2.17	230	3.53	2.18
7920	2.18	231	3.54	2.18
7940	2.18	231	3.54	2.19
7960	2.19	232	3.55	2.19
7990	2.19	233	3.56	2.20
8010	2.20	233	3.57	2.20
8040	2.20	234	3.57	2.21
8060	2.21	235	3.58	2.21
8090	2.21	236	3.59	2.22
8110	2.21	236	3.59	2.22
8140	2.22	237	3.60	2.22
8160	2.22	238	3.61	2.23
8190	2.23	238	3.62	2.23
8210	2.23	239	3.62	2.24
8240	2.24	240	3.63	2.24
8260	2.24	241	3.64	2.25
8290	2.25	241	3.64	2.25
8310	2.25	242	3.65	2.26
8340	2.25	243	3.66	2.26
8360	2.26	244	3.67	2.26
8390	2.26	244	3.67	2.27
8410	2.27	245	3.68	2.27
8440	2.27	246	3.69	2.28
8460	2.28	246	3.69	2.28
8490	2.28	247	3.70	2.29
8510	2.29	248	3.71	2.29
8540	2.29	249	3.72	2.29
8560	2.29	249	3.72	2.30
8590	2.30	250	3.73	2.30
8610	2.30	251	3.74	2.31
8640	2.31	252	3.75	2.31
8660	2.31	252	3.75	2.32
8690	2.32	253	3.76	2.32
8710	2.32	254	3.77	2.33
8740	2.33	254	3.77	2.33
8760	2.33	255	3.78	2.33
8790	2.33	256	3.79	2.34
8810	2.34	257	3.80	2.34
8840	2.34	257	3.80	2.35
8860	2.35	258	3.81	2.35
8890	2.35	259	3.82	2.36
8910	2.36	260	3.82	2.36
8930	2.36	260	3.83	2.37
8960	2.36	261	3.84	2.37
8990	2.37	262	3.85	2.37
9010	2.37	262	3.85	2.38
9030	2.38	263	3.86	2.38
9060	2.38	264	3.87	2.39
9090	2.39	265	3.87	2.39
9110	2.39	265	3.88	2.40
9140	2.40	266	3.89	2.40
9160	2.40	267	3.90	2.41
9180	2.40	267	3.90	2.41
9210	2.41	268	3.91	2.41
9240	2.41	269	3.92	2.42
9260	2.42	270	3.93	2.42
9280	2.42	270	3.93	2.43
9310	2.43	271	3.94	2.43
9330	2.43	272	3.95	2.44
9360	2.44	273	3.95	2.44
9380	2.44	273	3.96	2.45
9410	2.44	274	3.97	2.45
9430	2.45	275	3.98	2.45
9450	2.45	275	3.98	2.46
9480	2.46	276	3.99	2.46
9500	2.46	277	4.00	2.47
9530	2.47	277	4.00	2.47
9550	2.47	278	4.01	2.48
9580	2.48	279	4.02	2.48
9600	2.48	280	4.02	2.49
9630	2.48	280	4.03	2.49
9650	2.49	281	4.04	2.49
9670	2.49	282	4.05	2.50
9700	2.50	282	4.05	2.50
9720	2.50	283	4.06	2.51
9750	2.51	284	4.07	2.51
9770	2.51	285	4.07	2.52
9800	2.52	285	4.08	2.52
9820	2.52	286	4.09	2.52
9840	2.52	287	4.10	2.53
9870	2.53	287	4.10	2.53
9890	2.53	288	4.11	2.54
9920	2.54	289	4.12	2.54
9940	2.54	290	4.13	2.55
9960	2.55	290	4.13	2.55
9990	2.55	291	4.14	2.56
10000	2.55	292	4.15	2.56
10000	2.56	292	4.15	2.56
10100	2.56	293	4.16	2.57
10100	2.57	294	4.17	2.57
10100	2.57	294	4.18	2.58
10100	2.58	295	4.18	2.58
10200	2.58	296	4.19	2.59
10200	2.59	296	4.20	2.59
10200	2.59	297	4.20	2.60
10200	2.59	298	4.21	2.60
10200	2.60	298	4.22	2.60
10300	2.60	299	4.23	2.61
10300	2.61	300	4.23	2.61
10300	2.61	300	4.24	2.62
10300	2.62	301	4.25	2.62
10400	2.62	302	4.25	2.63
10400	2.63	302	4.26	2.63
10400	2.63	303	4.27	2.64
10400	2.63	304	4.28	2.64
10400	2.64	304	4.28	2.64
10500	2.64	305	4.29	2.65
10500	2.65	306	4.30	2.65
10500	2.65	306	4.31	2.66
10500	2.66	307	4.31	2.66
10600	2.66	307	4.32	2.67
10600	2.67	308	4.33	2.67
10600	2.67	309	4.33	2.68
10600	2.67	309	4.34	2.68
10600	2.68	310	4.35	2.68
10700	2.68	310	4.36	2.69
10700	2.69	311	4.36	2.69
10700	2.69	312	4.37	2.70
10700	2.70	312	4.38	2.70
10700	2.70	313	4.38	2.71
10800	2.71	313	4.39	2.71
10800	2.71	314	4.40	2.71
10800	2.71	315	4.40	2.72
10800	2.72	315	4.41	2.72
10800	2.72	316	4.42	2.73
10900	2.73	316	4.43	2.73
10900	2.73	317	4.43	2.74
10900	2.74	317	4.44	2.74
10900	2.74	318	4.45	2.75
10900	2.75	318	4.46	2.75
11000	2.75	319	4.46	2.75
11000	2.75	319	4.47	2.76
11000	2.76	320	4.48	2.76
11000	2.76	320	4.48	2.77
11000	2.77	321	4.49	2.77
11000	2.77	321	4.50	2.78
11100	2.78	322	4.51	2.78
11100	2.78	322	4.51	2.79
11100	2.78	323	4.52	2.79
11100	2.79	323	4.53	2.79
11100	2.79	324	4.53	2.80
11100	2.80	324	4.54	2.80
11200	2.80	325	4.55	2.81
11200	2.81	325	4.56	2.81
11200	2.81	326	4.56	2.82
11200	2.82	326	4.57	2.82
11200	2.82	326	4.58	2.83
11200	2.82	327	4.58	2.83
11200	2.83	327	4.59	2.83
11300	2.83	328	4.60	2.84
11300	2.84	328	4.61	2.84
11300	2.84	328	4.61	2.85
11300	2.85	329	4.62	2.85
11300	2.85	329	4.63	2.86
11300	2.86	330	4.63	2.86
11300	2.86	330	4.64	2.87
11300	2.86	330	4.65	2.87
11400	2.87	331	4.66	2.87
11400	2.87	331	4.66	2.88
11400	2.88	331	4.67	2.88
11400	2.88	332	4.68	2.89
11400	2.89	332	4.69	2.89
11400	2.89	332	4.69	2.90
11400	2.90	333	4.70	2.90
11400	2.90	333	4.71	2.90
11400	2.90	333	4.71	2.91
11400	2.91	333	4.72	2.91
11500	2.91	334	4.73	2.92
11500	2.92	334	4.74	2.92
11500	2.92	334	4.74	2.93
11500	2.93	334	4.75	2.93
11500	2.93	335	4.76	2.94
11500	2.94	335	4.76	2.94
11500	2.94	335	4.77	2.94
11500	2.94	335	4.78	2.95
11500	2.95	336	4.79	2.95
11500	2.95	336	4.79	2.96
11500	2.96	336	4.80	2.96
11500	2.96	336	4.81	2.97
11500	2.97	336	4.81	2.97
11600	2.97	336	4.82	2.98
11600	2.97	337	4.83	2.98
11600	2.98	337	4.84	2.98
11600	2.98	337	4.84	2.99
11600	2.99	337	4.85	2.99
11600	2.99	337	4.86	3.00
11600	3.00	337	4.87	3.00
11600	3.00	337	4.87	3.01
11600	3.01	338	4.88	3.01
11600	3.01	338	4.89	3.02
11600	3.01	338	4.89	3.02
11600	3.02	338	4.90	3.02
11600	3.02	338	4.91	3.03
11600	3.03	338	4.91	3.03
11600	3.03	338	4.92	3.04
11600	3.04	338	4.93	3.04
11600	3.04	338	4.94	3.05
11600	3.05	338	4.94	3.05
11600	3.05	338	4.95	3.06
11600	3.05	338	4.96	3.06
11600	3.06	338	4.96	3.06
11600	3.06	339	4.97	3.07
11600	3.07	338	4.98	3.07
11600	3.07	339	4.99	3.08
11600	3.08	339	4.99	3.08
11600	3.08	339	5.00	3.09
11600	3.09	339	5.01	3.09
11600	3.09	339	5.02	3.10
11600	3.09	339	5.02	3.10
11600	3.10	339	5.03	3.10
11600	3.10	339	5.04	3.11
11600	3.11	339	5.04	3.11
11600	3.11	339	5.05	3.12
11600	3.12	339	5.06	3.12
11600	3.12	339	5.07	3.13
11600	3.13	339	5.07	3.13
11600	3.13	339	5.08	3.13
11600	3.13	339	5.09	3.14
11600	3.14	339	5.09	3.14
11600	3.14	339	5.10	3.15
11600	3.15	339	5.11	3.15
11600	3.15	339	5.12	3.16
11600	3.16	339	5.12	3.16
11600	3.16	339	5.13	3.17
11600	3.17	339	5.14	3.17
11600	3.17	339	5.14	3.17
11600	3.17	339	5.15	3.18
11600	3.18	339	5.16	3.18
11600	3.18	339	5.17	3.19
11600	3.19	339	5.17	3.19
11600	3.19	339	5.18	3.20
11600	3.20	339	5.19	3.20
11600	3.20	339	5.19	3.21
11600	3.20	339	5.20	3.21
11600	3.21	339	5.21	3.21
11600	3.21	339	5.22	3.22
11600	3.22	339	5.22	3.22
11600	3.22	339	5.23	3.23
11600	3.23	339	5.24	3.23
11600	3.23	339	5.25	3.24
11600	3.24	339	5.25	3.24
11600	3.24	339	5.26	3.25
11600	3.24	339	5.27	3.25
11600	3.25	339	5.27	3.25
11600	3.25	338	5.28	3.26
11600	3.26	338	5.29	3.26
11600	3.26	338	5.30	3.27
11600	3.27	338	5.30	3.27
11600	3.27	338	5.31	3.28
11600	3.28	338	5.32	3.28
11600	3.28	338	5.32	3.29
11600	3.28	338	5.33	3.29
11600	3.29	338	5.34	3.29
11600	3.29	338	5.35	3.30
11600	3.30	338	5.35	3.30
11600	3.30	338	5.36	3.31
11600	3.31	338	5.37	3.31
11600	3.31	338	5.37	3.32
11600	3.32	338	5.38	3.32
11600	3.32	338	5.39	3.32
11600	3.32	338	5.40	3.33
11600	3.33	338	5.40	3.33
11600	3.33	338	5.41	3.34
11600	3.34	338	5.42	3.34
11600	3.34	338	5.42	3.35
11600	3.35	338	5.43	3.35
11600	3.35	337	5.44	3.36
11600	3.36	337	5.45	3.36
11600	3.36	337	5.45	3.36
11600	3.36	337	5.46	3.37
11600	3.37	337	5.47	3.37
11600	3.37	336	5.47	3.38
11500	3.38	336	5.48	3.38
11500	3.38	336	5.49	3.39
11500	3.39	336	5.50	3.39
11500	3.39	336	5.50	3.40
11500	3.40	336	5.51	3.40
11500	3.40	336	5.52	3.40
11500	3.40	336	5.52	3.41
11500	3.41	336	5.53	3.41
11500	3.41	336	5.54	3.42
11500	3.42	336	5.55	3.42
11500	3.42	336	5.55	3.43
11500	3.43	336	5.56	3.43
11500	3.43	336	5.57	3.44
11500	3.43	336	5.58	3.44
11500	3.44	336	5.58	3.44
11500	3.44	336	5.59	3.45
11500	3.45	336	5.60	3.45
11500	3.45	336	5.60	3.46
11500	3.46	336	5.61	3.46
11500	3.46	336	5.62	3.47
11500	3.47	336	5.63	3.47
11500	3.47	336	5.63	3.48
11500	3.47	336	5.64	3.48
11500	3.48	336	5.65	3.48
